# Constants and Parameters

# Final flow velocity (u_f): 1000 (m/s) - The final velocity of the flow
# Initial particle velocity (u_0): 0 (m/s) - The initial velocity of the particle
# Particle radius (r_is): 1e-06 (m) - The radius of the particle
# Nozzle radius (r_n): 0.05 (m) - The radius of the nozzle
# Particle density (q): 7874 (kg/m^3) - The density of the particle
# Gas density (q_g): 1.2754 (kg/m^3) - The density of the gas
# Gas constant (R): 8.31446 (J/(kg*K)) - The specific gas constant
# Gamma: 1.4# Molar mass of air (M): 0.029 (kg/mol) - The molar mass of air
# Gas temperature (T): 300 (K) - The temperature of the gas
# Reference temperature (T_0): 291.15 (K) - The reference temperature for gas
# Reference viscosity (eta_0): 1.827e-05 (Pa*s) - The reference viscosity of the gas
# Specific heat capacity of the gas (Cp): 460 (J/(kg*K)) - The specific heat capacity of the gas
# Speed of sound (Sound speed): 347.011 (m/s) - The speed of sound in the gas
# Dynamic viscosity (Viscosity): 1.91093e-05 (Pa*s) - The dynamic viscosity of the gas






# i  t  v  x  h  fi
5109 11641.5 632.017 2.54013e+06 0.199499 0.00259221
5110 11641.7 632.207 2.54026e+06 0.199499 0.0025929
5111 11641.9 632.397 2.54038e+06 0.199499 0.00259359
5112 11642.1 632.588 2.54051e+06 0.199499 0.00259428
5113 11642.3 632.778 2.54063e+06 0.199499 0.00259497
5114 11642.5 632.968 2.54076e+06 0.199499 0.00259566
5115 11642.7 633.158 2.54089e+06 0.199499 0.00259635
5116 11642.8 633.348 2.54101e+06 0.199499 0.00259703
5117 11643 633.538 2.54114e+06 0.199499 0.00259772
5118 11643.2 633.728 2.54127e+06 0.199499 0.0025984
5119 11643.4 633.918 2.54139e+06 0.199499 0.00259908
5120 11643.6 634.107 2.54152e+06 0.199499 0.00259977
5121 11643.8 634.297 2.54165e+06 0.199499 0.00260045
5122 11644 634.487 2.54177e+06 0.199499 0.00260112
5123 11644.2 634.676 2.5419e+06 0.199499 0.0026018
5124 11644.4 634.866 2.54203e+06 0.199499 0.00260248
5125 11644.6 635.056 2.54215e+06 0.199499 0.00260315
5126 11644.8 635.245 2.54228e+06 0.199499 0.00260383
5127 11645 635.435 2.54241e+06 0.199499 0.0026045
5128 11645.2 635.624 2.54253e+06 0.199499 0.00260517
5129 11645.4 635.813 2.54266e+06 0.199499 0.00260584
5130 11645.6 636.003 2.54279e+06 0.199499 0.00260651
5131 11645.8 636.192 2.54291e+06 0.199499 0.00260718
5132 11646 636.381 2.54304e+06 0.199499 0.00260785
5133 11646.2 636.57 2.54317e+06 0.199499 0.00260852
5134 11646.4 636.759 2.54329e+06 0.199499 0.00260918
5135 11646.6 636.948 2.54342e+06 0.199499 0.00260985
5136 11646.8 637.137 2.54355e+06 0.199499 0.00261051
5137 11647 637.326 2.54367e+06 0.199499 0.00261117
5138 11647.2 637.515 2.5438e+06 0.199499 0.00261183
5139 11647.4 637.704 2.54393e+06 0.199499 0.00261249
5140 11647.6 637.893 2.54406e+06 0.199499 0.00261315
5141 11647.8 638.082 2.54418e+06 0.199499 0.00261381
5142 11648 638.27 2.54431e+06 0.199499 0.00261446
5143 11648.2 638.459 2.54444e+06 0.199499 0.00261512
5144 11648.4 638.648 2.54457e+06 0.199499 0.00261577
5145 11648.6 638.836 2.54469e+06 0.199499 0.00261643
5146 11648.8 639.025 2.54482e+06 0.199499 0.00261708
5147 11649 639.213 2.54495e+06 0.199499 0.00261773
5148 11649.2 639.401 2.54508e+06 0.199499 0.00261838
5149 11649.4 639.59 2.5452e+06 0.199499 0.00261903
5150 11649.6 639.778 2.54533e+06 0.199499 0.00261967
5151 11649.8 639.966 2.54546e+06 0.199499 0.00262032
5152 11650 640.154 2.54559e+06 0.199499 0.00262096
5153 11650.2 640.343 2.54571e+06 0.199499 0.00262161
5154 11650.4 640.531 2.54584e+06 0.199499 0.00262225
5155 11650.6 640.719 2.54597e+06 0.199499 0.00262289
5156 11650.8 640.907 2.5461e+06 0.199499 0.00262353
5157 11651 641.095 2.54623e+06 0.199499 0.00262417
5158 11651.2 641.282 2.54635e+06 0.199499 0.00262481
5159 11651.4 641.47 2.54648e+06 0.199499 0.00262545
5160 11651.6 641.658 2.54661e+06 0.199499 0.00262609
5161 11651.8 641.846 2.54674e+06 0.199499 0.00262672
5162 11652 642.033 2.54687e+06 0.199499 0.00262736
5163 11652.2 642.221 2.54699e+06 0.199499 0.00262799
5164 11652.4 642.409 2.54712e+06 0.199499 0.00262862
5165 11652.6 642.596 2.54725e+06 0.199499 0.00262925
5166 11652.8 642.784 2.54738e+06 0.199499 0.00262988
5167 11653 642.971 2.54751e+06 0.199499 0.00263051
5168 11653.2 643.158 2.54763e+06 0.199499 0.00263114
5169 11653.4 643.346 2.54776e+06 0.199499 0.00263177
5170 11653.6 643.533 2.54789e+06 0.199499 0.00263239
5171 11653.8 643.72 2.54802e+06 0.199499 0.00263302
5172 11654 643.907 2.54815e+06 0.199499 0.00263364
5173 11654.2 644.094 2.54828e+06 0.199499 0.00263426
5174 11654.4 644.281 2.5484e+06 0.199499 0.00263488
5175 11654.6 644.468 2.54853e+06 0.199499 0.0026355
5176 11654.8 644.655 2.54866e+06 0.199499 0.00263612
5177 11655 644.842 2.54879e+06 0.199499 0.00263674
5178 11655.2 645.029 2.54892e+06 0.199499 0.00263736
5179 11655.4 645.215 2.54905e+06 0.199499 0.00263798
5180 11655.6 645.402 2.54918e+06 0.199499 0.00263859
5181 11655.8 645.589 2.54931e+06 0.199499 0.0026392
5182 11656 645.775 2.54943e+06 0.199499 0.00263982
5183 11656.2 645.962 2.54956e+06 0.199499 0.00264043
5184 11656.4 646.148 2.54969e+06 0.199499 0.00264104
5185 11656.6 646.335 2.54982e+06 0.199499 0.00264165
5186 11656.8 646.521 2.54995e+06 0.199499 0.00264226
5187 11657 646.707 2.55008e+06 0.199499 0.00264287
5188 11657.2 646.894 2.55021e+06 0.199499 0.00264347
5189 11657.4 647.08 2.55034e+06 0.199499 0.00264408
5190 11657.6 647.266 2.55047e+06 0.199499 0.00264468
5191 11657.8 647.452 2.5506e+06 0.199499 0.00264529
5192 11658 647.638 2.55072e+06 0.199499 0.00264589
5193 11658.2 647.824 2.55085e+06 0.199499 0.00264649
5194 11658.4 648.01 2.55098e+06 0.199499 0.00264709
5195 11658.6 648.196 2.55111e+06 0.199499 0.00264769
5196 11658.8 648.382 2.55124e+06 0.199499 0.00264829
5197 11659 648.567 2.55137e+06 0.199499 0.00264889
5198 11659.2 648.753 2.5515e+06 0.199499 0.00264949
5199 11659.4 648.939 2.55163e+06 0.199499 0.00265008
5200 11659.6 649.124 2.55176e+06 0.199499 0.00265068
5201 11659.8 649.31 2.55189e+06 0.199499 0.00265127
5202 11660 649.495 2.55202e+06 0.199499 0.00265186
5203 11660.2 649.681 2.55215e+06 0.199499 0.00265245
5204 11660.4 649.866 2.55228e+06 0.199499 0.00265304
5205 11660.6 650.051 2.55241e+06 0.199499 0.00265363
5206 11660.8 650.236 2.55254e+06 0.199499 0.00265422
5207 11661 650.422 2.55267e+06 0.199499 0.00265481
5208 11661.2 650.607 2.5528e+06 0.199499 0.0026554
5209 11661.4 650.792 2.55293e+06 0.199499 0.00265598
5210 11661.6 650.977 2.55306e+06 0.199499 0.00265656
5211 11661.8 651.162 2.55319e+06 0.199499 0.00265715
5212 11662 651.347 2.55332e+06 0.199499 0.00265773
5213 11662.2 651.531 2.55345e+06 0.199499 0.00265831
5214 11662.4 651.716 2.55358e+06 0.199499 0.00265889
5215 11662.6 651.901 2.55371e+06 0.199499 0.00265947
5216 11662.8 652.086 2.55384e+06 0.199499 0.00266005
5217 11663 652.27 2.55397e+06 0.199499 0.00266063
5218 11663.2 652.455 2.5541e+06 0.199499 0.0026612
5219 11663.4 652.639 2.55423e+06 0.199499 0.00266178
5220 11663.6 652.824 2.55436e+06 0.199499 0.00266235
5221 11663.8 653.008 2.55449e+06 0.199499 0.00266274
5222 11664 653.192 2.55462e+06 0.199499 0.00266147
5223 11664.2 653.376 2.55475e+06 0.199499 0.0026602
5224 11664.4 653.56 2.55488e+06 0.199499 0.00265894
5225 11664.6 653.744 2.55501e+06 0.199499 0.00265767
5226 11664.8 653.927 2.55514e+06 0.199499 0.00265641
5227 11665 654.111 2.55527e+06 0.199499 0.00265515
5228 11665.2 654.294 2.5554e+06 0.199499 0.0026539
5229 11665.4 654.477 2.55553e+06 0.199499 0.00265264
5230 11665.6 654.659 2.55566e+06 0.199499 0.00265139
5231 11665.8 654.842 2.55579e+06 0.199499 0.00265014
5232 11666 655.024 2.55592e+06 0.199499 0.00264889
5233 11666.2 655.207 2.55605e+06 0.199499 0.00264765
5234 11666.4 655.389 2.55618e+06 0.199499 0.0026464
5235 11666.6 655.571 2.55631e+06 0.199499 0.00264516
5236 11666.8 655.752 2.55645e+06 0.199499 0.00264392
5237 11667 655.934 2.55658e+06 0.199499 0.00264268
5238 11667.2 656.115 2.55671e+06 0.199499 0.00264145
5239 11667.4 656.296 2.55684e+06 0.199499 0.00264022
5240 11667.6 656.477 2.55697e+06 0.199499 0.00263899
5241 11667.8 656.658 2.5571e+06 0.199499 0.00263776
5242 11668 656.838 2.55723e+06 0.199499 0.00263653
5243 11668.2 657.019 2.55736e+06 0.199499 0.00263531
5244 11668.4 657.199 2.55749e+06 0.199499 0.00263409
5245 11668.6 657.379 2.55762e+06 0.199499 0.00263287
5246 11668.8 657.559 2.55776e+06 0.199499 0.00263165
5247 11669 657.739 2.55789e+06 0.199499 0.00263044
5248 11669.2 657.918 2.55802e+06 0.199499 0.00262922
5249 11669.4 658.098 2.55815e+06 0.199499 0.00262801
5250 11669.6 658.277 2.55828e+06 0.199499 0.0026268
5251 11669.8 658.456 2.55841e+06 0.199499 0.0026256
5252 11670 658.635 2.55854e+06 0.199499 0.00262439
5253 11670.2 658.813 2.55867e+06 0.199499 0.00262319
5254 11670.4 658.992 2.55881e+06 0.199499 0.00262199
5255 11670.6 659.17 2.55894e+06 0.199499 0.00262079
5256 11670.8 659.348 2.55907e+06 0.199499 0.00261959
5257 11671 659.526 2.5592e+06 0.199499 0.0026184
5258 11671.2 659.704 2.55933e+06 0.199499 0.00261721
5259 11671.4 659.881 2.55946e+06 0.199499 0.00261602
5260 11671.6 660.059 2.5596e+06 0.199499 0.00261483
5261 11671.8 660.236 2.55973e+06 0.199499 0.00261364
5262 11672 660.413 2.55986e+06 0.199499 0.00261246
5263 11672.2 660.59 2.55999e+06 0.199499 0.00261128
5264 11672.4 660.767 2.56012e+06 0.199499 0.0026101
5265 11672.6 660.943 2.56025e+06 0.199499 0.00260892
5266 11672.8 661.12 2.56039e+06 0.199499 0.00260774
5267 11673 661.296 2.56052e+06 0.199499 0.00260657
5268 11673.2 661.472 2.56065e+06 0.199499 0.0026054
5269 11673.4 661.648 2.56078e+06 0.199499 0.00260423
5270 11673.6 661.823 2.56091e+06 0.199499 0.00260306
5271 11673.8 661.999 2.56105e+06 0.199499 0.00260189
5272 11674 662.174 2.56118e+06 0.199499 0.00260073
5273 11674.2 662.35 2.56131e+06 0.199499 0.00259957
5274 11674.4 662.525 2.56144e+06 0.199499 0.00259841
5275 11674.6 662.699 2.56157e+06 0.199499 0.00259725
5276 11674.8 662.874 2.56171e+06 0.199499 0.00259609
5277 11675 663.049 2.56184e+06 0.199499 0.00259494
5278 11675.2 663.223 2.56197e+06 0.199499 0.00259379
5279 11675.4 663.397 2.5621e+06 0.199499 0.00259264
5280 11675.6 663.571 2.56224e+06 0.199499 0.00259149
5281 11675.8 663.745 2.56237e+06 0.199499 0.00259034
5282 11676 663.919 2.5625e+06 0.199499 0.0025892
5283 11676.2 664.092 2.56263e+06 0.199499 0.00258806
5284 11676.4 664.266 2.56277e+06 0.199499 0.00258692
5285 11676.6 664.439 2.5629e+06 0.199499 0.00258578
5286 11676.8 664.612 2.56303e+06 0.199499 0.00258464
5287 11677 664.785 2.56316e+06 0.199499 0.00258351
5288 11677.2 664.957 2.5633e+06 0.199499 0.00258238
5289 11677.4 665.13 2.56343e+06 0.199499 0.00258124
5290 11677.6 665.302 2.56356e+06 0.199499 0.00258012
5291 11677.8 665.474 2.56369e+06 0.199499 0.00257899
5292 11678 665.646 2.56383e+06 0.199499 0.00257786
5293 11678.2 665.818 2.56396e+06 0.199499 0.00257674
5294 11678.4 665.99 2.56409e+06 0.199499 0.00257562
5295 11678.6 666.162 2.56423e+06 0.199499 0.0025745
5296 11678.8 666.333 2.56436e+06 0.199499 0.00257338
5297 11679 666.504 2.56449e+06 0.199499 0.00257227
5298 11679.2 666.675 2.56462e+06 0.199499 0.00257115
5299 11679.4 666.846 2.56476e+06 0.199499 0.00257004
5300 11679.6 667.017 2.56489e+06 0.199499 0.00256893
5301 11679.8 667.187 2.56502e+06 0.199499 0.00256782
5302 11680 667.358 2.56516e+06 0.199499 0.00256671
5303 11680.2 667.528 2.56529e+06 0.199499 0.00256561
5304 11680.4 667.698 2.56542e+06 0.199499 0.00256451
5305 11680.6 667.868 2.56556e+06 0.199499 0.00256341
5306 11680.8 668.038 2.56569e+06 0.199499 0.00256231
5307 11681 668.208 2.56582e+06 0.199499 0.00256121
5308 11681.2 668.377 2.56596e+06 0.199499 0.00256011
5309 11681.4 668.546 2.56609e+06 0.199499 0.00255902
5310 11681.6 668.715 2.56622e+06 0.199499 0.00255793
5311 11681.8 668.884 2.56636e+06 0.199499 0.00255684
5312 11682 669.053 2.56649e+06 0.199499 0.00255575
5313 11682.2 669.222 2.56662e+06 0.199499 0.00255466
5314 11682.4 669.39 2.56676e+06 0.199499 0.00255358
5315 11682.6 669.559 2.56689e+06 0.199499 0.00255249
5316 11682.7 669.727 2.56702e+06 0.199499 0.00255141
5317 11682.9 669.895 2.56716e+06 0.199499 0.00255033
5318 11683.1 670.063 2.56729e+06 0.199499 0.00254925
5319 11683.3 670.231 2.56742e+06 0.199499 0.00254818
5320 11683.5 670.398 2.56756e+06 0.199499 0.0025471
5321 11683.7 670.565 2.56769e+06 0.199499 0.00254603
5322 11683.9 670.733 2.56783e+06 0.199499 0.00254496
5323 11684.1 670.9 2.56796e+06 0.199499 0.00254389
5324 11684.3 671.067 2.56809e+06 0.199499 0.00254282
5325 11684.5 671.234 2.56823e+06 0.199499 0.00254176
5326 11684.7 671.4 2.56836e+06 0.199499 0.00254069
5327 11684.9 671.567 2.5685e+06 0.199499 0.00253963
5328 11685.1 671.733 2.56863e+06 0.199499 0.00253857
5329 11685.3 671.899 2.56876e+06 0.199499 0.00253751
5330 11685.5 672.065 2.5689e+06 0.199499 0.00253645
5331 11685.7 672.231 2.56903e+06 0.199499 0.0025354
5332 11685.9 672.397 2.56917e+06 0.199499 0.00253435
5333 11686.1 672.562 2.5693e+06 0.199499 0.00253329
5334 11686.3 672.728 2.56943e+06 0.199499 0.00253224
5335 11686.5 672.893 2.56957e+06 0.199499 0.00253119
5336 11686.7 673.058 2.5697e+06 0.199499 0.00253015
5337 11686.9 673.223 2.56984e+06 0.199499 0.0025291
5338 11687.1 673.388 2.56997e+06 0.199499 0.00252806
5339 11687.3 673.553 2.57011e+06 0.199499 0.00252702
5340 11687.5 673.717 2.57024e+06 0.199499 0.00252598
5341 11687.7 673.881 2.57037e+06 0.199499 0.00252494
5342 11687.9 674.046 2.57051e+06 0.199499 0.0025239
5343 11688.1 674.21 2.57064e+06 0.199499 0.00252286
5344 11688.3 674.373 2.57078e+06 0.199499 0.00252183
5345 11688.5 674.537 2.57091e+06 0.199499 0.0025208
5346 11688.7 674.701 2.57105e+06 0.199499 0.00251977
5347 11688.9 674.864 2.57118e+06 0.199499 0.00251874
5348 11689.1 675.028 2.57132e+06 0.199499 0.00251771
5349 11689.3 675.191 2.57145e+06 0.199499 0.00251669
5350 11689.5 675.354 2.57159e+06 0.199499 0.00251566
5351 11689.7 675.517 2.57172e+06 0.199499 0.00251464
5352 11689.9 675.679 2.57186e+06 0.199499 0.00251362
5353 11690.1 675.842 2.57199e+06 0.199499 0.0025126
5354 11690.3 676.004 2.57213e+06 0.199499 0.00251158
5355 11690.5 676.167 2.57226e+06 0.199499 0.00251057
5356 11690.7 676.329 2.57239e+06 0.199499 0.00250955
5357 11690.9 676.491 2.57253e+06 0.199499 0.00250854
5358 11691.1 676.652 2.57266e+06 0.199499 0.00250753
5359 11691.3 676.814 2.5728e+06 0.199499 0.00250652
5360 11691.5 676.976 2.57293e+06 0.199499 0.00250551
5361 11691.7 677.137 2.57307e+06 0.199499 0.0025045
5362 11691.9 677.298 2.57321e+06 0.199499 0.0025035
5363 11692.1 677.459 2.57334e+06 0.199499 0.00250249
5364 11692.3 677.62 2.57348e+06 0.199499 0.00250149
5365 11692.5 677.781 2.57361e+06 0.199499 0.00250049
5366 11692.7 677.942 2.57375e+06 0.199499 0.00249949
5367 11692.9 678.102 2.57388e+06 0.199499 0.0024985
5368 11693.1 678.263 2.57402e+06 0.199499 0.0024975
5369 11693.3 678.423 2.57415e+06 0.199499 0.00249651
5370 11693.5 678.583 2.57429e+06 0.199499 0.00249551
5371 11693.7 678.743 2.57442e+06 0.199499 0.00249452
5372 11693.9 678.903 2.57456e+06 0.199499 0.00249353
5373 11694.1 679.062 2.57469e+06 0.199499 0.00249255
5374 11694.3 679.222 2.57483e+06 0.199499 0.00249156
5375 11694.5 679.381 2.57496e+06 0.199499 0.00249057
5376 11694.7 679.541 2.5751e+06 0.199499 0.00248959
5377 11694.9 679.7 2.57524e+06 0.199499 0.00248861
5378 11695.1 679.859 2.57537e+06 0.199499 0.00248763
5379 11695.3 680.017 2.57551e+06 0.199499 0.00248665
5380 11695.5 680.176 2.57564e+06 0.199499 0.00248567
5381 11695.7 680.335 2.57578e+06 0.199499 0.0024847
5382 11695.9 680.493 2.57591e+06 0.199499 0.00248372
5383 11696.1 680.651 2.57605e+06 0.199499 0.00248275
5384 11696.3 680.809 2.57619e+06 0.199499 0.00248178
5385 11696.5 680.967 2.57632e+06 0.199499 0.00248081
5386 11696.7 681.125 2.57646e+06 0.199499 0.00247984
5387 11696.9 681.283 2.57659e+06 0.199499 0.00247887
5388 11697.1 681.44 2.57673e+06 0.199499 0.00247791
5389 11697.3 681.598 2.57686e+06 0.199499 0.00247694
5390 11697.5 681.755 2.577e+06 0.199499 0.00247598
5391 11697.7 681.912 2.57714e+06 0.199499 0.00247502
5392 11697.9 682.069 2.57727e+06 0.199499 0.00247406
5393 11698.1 682.226 2.57741e+06 0.199499 0.0024731
5394 11698.3 682.383 2.57755e+06 0.199499 0.00247214
5395 11698.5 682.539 2.57768e+06 0.199499 0.00247119
5396 11698.7 682.696 2.57782e+06 0.199499 0.00247023
5397 11698.9 682.852 2.57795e+06 0.199499 0.00246928
5398 11699.1 683.008 2.57809e+06 0.199499 0.00246833
5399 11699.3 683.164 2.57823e+06 0.199499 0.00246738
5400 11699.5 683.32 2.57836e+06 0.199499 0.00246643
5401 11699.7 683.476 2.5785e+06 0.199499 0.00246548
5402 11699.9 683.632 2.57864e+06 0.199499 0.00246454
5403 11700.1 683.787 2.57877e+06 0.199499 0.0024636
5404 11700.3 683.942 2.57891e+06 0.199499 0.00246265
5405 11700.5 684.098 2.57904e+06 0.199499 0.00246171
5406 11700.7 684.253 2.57918e+06 0.199499 0.00246077
5407 11700.9 684.408 2.57932e+06 0.199499 0.00245983
5408 11701.1 684.562 2.57945e+06 0.199499 0.0024589
5409 11701.3 684.717 2.57959e+06 0.199499 0.00245796
