# Constants and Parameters

# Final flow velocity (u_f): 1000 (m/s) - The final velocity of the flow
# Initial particle velocity (u_0): 0 (m/s) - The initial velocity of the particle
# Particle radius (r_is): 1e-06 (m) - The radius of the particle
# Nozzle radius (r_n): 0.05 (m) - The radius of the nozzle
# Particle density (q): 7874 (kg/m^3) - The density of the particle
# Gas density (q_g): 1.2754 (kg/m^3) - The density of the gas
# Gas constant (R): 8.31446 (J/(kg*K)) - The specific gas constant
# Gamma: 1.4# Molar mass of air (M): 0.029 (kg/mol) - The molar mass of air
# Gas temperature (T): 300 (K) - The temperature of the gas
# Reference temperature (T_0): 291.15 (K) - The reference temperature for gas
# Reference viscosity (eta_0): 1.827e-05 (Pa*s) - The reference viscosity of the gas
# Specific heat capacity of the gas (Cp): 460 (J/(kg*K)) - The specific heat capacity of the gas
# Speed of sound (Sound speed): 347.011 (m/s) - The speed of sound in the gas
# Dynamic viscosity (Viscosity): 1.91093e-05 (Pa*s) - The dynamic viscosity of the gas






# i  t  v  x  h  fi
1344 3356.21 133.016 227298 2.72642 4.3258e-05
1345 3358.94 133.118 227660 2.72642 4.32593e-05
1346 3361.67 133.22 228023 2.72642 4.32606e-05
1347 3364.39 133.322 228387 2.72642 4.32619e-05
1348 3367.12 133.425 228750 2.72642 4.32632e-05
1349 3369.85 133.527 229114 2.72642 4.32645e-05
1350 3372.57 133.629 229479 2.72642 4.32658e-05
1351 3375.3 133.731 229843 2.72642 4.3267e-05
1352 3378.03 133.833 230208 2.72642 4.32683e-05
1353 3380.75 133.936 230573 2.72642 4.32696e-05
1354 3383.48 134.038 230938 2.72642 4.32709e-05
1355 3386.2 134.14 231304 2.72642 4.32722e-05
1356 3388.93 134.242 231669 2.72642 4.32735e-05
1357 3391.66 134.344 232036 2.72642 4.32748e-05
1358 3394.38 134.446 232402 2.72642 4.3276e-05
1359 3397.11 134.548 232769 2.72642 4.32773e-05
1360 3399.84 134.651 233136 2.72642 4.32786e-05
1361 3402.56 134.753 233503 2.72642 4.32799e-05
1362 3405.29 134.855 233871 2.72642 4.32812e-05
1363 3408.02 134.957 234238 2.72642 4.32825e-05
1364 3410.74 135.059 234606 2.72642 4.32838e-05
1365 3413.47 135.161 234975 2.72642 4.32851e-05
1366 3416.2 135.263 235343 2.72642 4.32863e-05
1367 3418.92 135.365 235712 2.72642 4.32876e-05
1368 3421.65 135.467 236082 2.72642 4.32889e-05
1369 3424.37 135.569 236451 2.72642 4.32902e-05
1370 3427.1 135.671 236821 2.72642 4.32915e-05
1371 3429.83 135.773 237191 2.72642 4.32928e-05
1372 3432.55 135.875 237561 2.72642 4.32941e-05
1373 3435.28 135.977 237932 2.72642 4.32954e-05
1374 3438.01 136.079 238303 2.72642 4.32967e-05
1375 3440.73 136.181 238674 2.72642 4.32979e-05
1376 3443.46 136.283 239045 2.72642 4.32992e-05
1377 3446.19 136.385 239417 2.72642 4.33005e-05
1378 3448.91 136.487 239789 2.72642 4.33018e-05
1379 3451.64 136.589 240161 2.72642 4.33031e-05
1380 3454.37 136.691 240534 2.72642 4.33044e-05
1381 3457.09 136.793 240906 2.72642 4.33057e-05
1382 3459.82 136.895 241280 2.72642 4.3307e-05
1383 3462.54 136.997 241653 2.72642 4.33083e-05
1384 3465.27 137.099 242027 2.72642 4.33096e-05
1385 3468 137.2 242401 2.72642 4.33109e-05
1386 3470.72 137.302 242775 2.72642 4.33122e-05
1387 3473.45 137.404 243149 2.72642 4.33135e-05
1388 3476.18 137.506 243524 2.72642 4.33148e-05
1389 3478.9 137.608 243899 2.72642 4.3316e-05
1390 3481.63 137.71 244274 2.72642 4.33173e-05
1391 3484.36 137.812 244650 2.72642 4.33186e-05
1392 3487.08 137.913 245026 2.72642 4.33199e-05
1393 3489.81 138.015 245402 2.72642 4.33212e-05
1394 3492.53 138.117 245778 2.72642 4.33225e-05
1395 3495.26 138.219 246155 2.72642 4.33238e-05
1396 3497.99 138.321 246532 2.72642 4.33251e-05
1397 3500.71 138.422 246909 2.72642 4.33264e-05
1398 3503.44 138.524 247287 2.72642 4.33277e-05
1399 3506.17 138.626 247665 2.72642 4.3329e-05
1400 3508.89 138.728 248043 2.72642 4.33303e-05
1401 3511.62 138.829 248421 2.72642 4.33316e-05
1402 3514.35 138.931 248800 2.72642 4.33329e-05
1403 3517.07 139.033 249179 2.72642 4.33342e-05
1404 3519.8 139.135 249558 2.72642 4.33355e-05
1405 3522.53 139.236 249937 2.72642 4.33368e-05
1406 3525.25 139.338 250317 2.72642 4.33381e-05
1407 3527.98 139.44 250697 2.72642 4.33394e-05
1408 3530.7 139.541 251077 2.72642 4.33407e-05
1409 3533.43 139.643 251458 2.72642 4.3342e-05
1410 3536.16 139.745 251839 2.72642 4.33433e-05
1411 3538.88 139.846 252220 2.72642 4.33446e-05
1412 3541.61 139.948 252601 2.72642 4.33459e-05
1413 3544.34 140.05 252983 2.72642 4.33472e-05
1414 3547.06 140.151 253365 2.72642 4.33485e-05
1415 3549.79 140.253 253747 2.72642 4.33498e-05
1416 3552.52 140.354 254130 2.72642 4.33511e-05
1417 3555.24 140.456 254513 2.72642 4.33524e-05
1418 3557.97 140.558 254896 2.72642 4.33537e-05
1419 3560.7 140.659 255279 2.72642 4.3355e-05
1420 3563.42 140.761 255663 2.72642 4.33563e-05
1421 3566.15 140.862 256047 2.72642 4.33576e-05
1422 3568.87 140.964 256431 2.72642 4.33589e-05
1423 3571.6 141.065 256815 2.72642 4.33602e-05
1424 3574.33 141.167 257200 2.72642 4.33615e-05
1425 3577.05 141.269 257585 2.72642 4.33628e-05
1426 3579.78 141.37 257970 2.72642 4.33641e-05
1427 3582.51 141.472 258356 2.72642 4.33654e-05
1428 3585.23 141.573 258742 2.72642 4.33667e-05
1429 3587.96 141.675 259128 2.72642 4.3368e-05
1430 3590.69 141.776 259514 2.72642 4.33693e-05
1431 3593.41 141.877 259901 2.72642 4.33707e-05
1432 3596.14 141.979 260288 2.72642 4.3372e-05
1433 3598.87 142.08 260675 2.72642 4.33733e-05
1434 3601.59 142.182 261063 2.72642 4.33746e-05
1435 3604.32 142.283 261451 2.72642 4.33759e-05
1436 3607.04 142.385 261839 2.72642 4.33772e-05
1437 3609.77 142.486 262227 2.72642 4.33785e-05
1438 3612.5 142.588 262616 2.72642 4.33798e-05
1439 3615.22 142.689 263004 2.72642 4.33811e-05
1440 3617.95 142.79 263394 2.72642 4.33824e-05
1441 3620.68 142.892 263783 2.72642 4.33837e-05
1442 3623.4 142.993 264173 2.72642 4.3385e-05
1443 3626.13 143.094 264563 2.72642 4.33863e-05
1444 3628.86 143.196 264953 2.72642 4.33876e-05
1445 3631.58 143.297 265344 2.72642 4.3389e-05
1446 3634.31 143.399 265734 2.72642 4.33903e-05
1447 3637.04 143.5 266126 2.72642 4.33916e-05
1448 3639.76 143.601 266517 2.72642 4.33929e-05
1449 3642.49 143.703 266909 2.72642 4.33942e-05
1450 3645.21 143.804 267300 2.72642 4.33955e-05
1451 3647.94 143.905 267693 2.72642 4.33968e-05
1452 3650.67 144.006 268085 2.72642 4.33981e-05
1453 3653.39 144.108 268478 2.72642 4.33994e-05
1454 3656.12 144.209 268871 2.72642 4.34007e-05
1455 3658.85 144.31 269264 2.72642 4.34021e-05
1456 3661.57 144.411 269658 2.72642 4.34034e-05
1457 3664.3 144.513 270052 2.72642 4.34047e-05
1458 3667.03 144.614 270446 2.72642 4.3406e-05
1459 3669.75 144.715 270840 2.72642 4.34073e-05
1460 3672.48 144.816 271235 2.72642 4.34086e-05
1461 3675.21 144.918 271630 2.72642 4.34099e-05
1462 3677.93 145.019 272025 2.72642 4.34112e-05
1463 3680.66 145.12 272421 2.72642 4.34126e-05
1464 3683.38 145.221 272817 2.72642 4.34139e-05
1465 3686.11 145.322 273213 2.72642 4.34152e-05
1466 3688.84 145.423 273609 2.72642 4.34165e-05
1467 3691.56 145.525 274006 2.72642 4.34178e-05
1468 3694.29 145.626 274402 2.72642 4.34191e-05
1469 3697.02 145.727 274800 2.72642 4.34204e-05
1470 3699.74 145.828 275197 2.72642 4.34218e-05
1471 3702.47 145.929 275595 2.72642 4.34231e-05
1472 3705.2 146.03 275993 2.72642 4.34244e-05
1473 3707.92 146.131 276391 2.72642 4.34257e-05
1474 3710.65 146.232 276790 2.72642 4.3427e-05
1475 3713.37 146.334 277188 2.72642 4.34283e-05
1476 3716.1 146.435 277588 2.72642 4.34297e-05
1477 3718.83 146.536 277987 2.72642 4.3431e-05
1478 3721.55 146.637 278387 2.72642 4.34323e-05
1479 3724.28 146.738 278787 2.72642 4.34336e-05
1480 3727.01 146.839 279187 2.72642 4.34349e-05
1481 3729.73 146.94 279587 2.72642 4.34362e-05
1482 3732.46 147.041 279988 2.72642 4.34376e-05
1483 3735.19 147.142 280389 2.72642 4.34389e-05
1484 3737.91 147.243 280790 2.72642 4.34402e-05
1485 3740.64 147.344 281192 2.72642 4.34415e-05
1486 3743.37 147.445 281594 2.72642 4.34428e-05
1487 3746.09 147.546 281996 2.72642 4.34442e-05
1488 3748.82 147.647 282398 2.72642 4.34455e-05
1489 3751.54 147.748 282801 2.72642 4.34468e-05
1490 3754.27 147.849 283204 2.72642 4.34481e-05
1491 3757 147.95 283607 2.72642 4.34494e-05
1492 3759.72 148.051 284011 2.72642 4.34508e-05
1493 3762.45 148.151 284414 2.72642 4.34521e-05
1494 3765.18 148.252 284819 2.72642 4.34534e-05
1495 3767.9 148.353 285223 2.72642 4.34547e-05
1496 3770.63 148.454 285627 2.72642 4.34561e-05
1497 3773.36 148.555 286032 2.72642 4.34574e-05
1498 3776.08 148.656 286438 2.72642 4.34587e-05
1499 3778.81 148.757 286843 2.72642 4.346e-05
1500 3781.54 148.858 287249 2.72642 4.34613e-05
1501 3784.26 148.959 287655 2.72642 4.34627e-05
1502 3786.99 149.059 288061 2.72642 4.3464e-05
1503 3789.71 149.16 288467 2.72642 4.34653e-05
1504 3792.44 149.261 288874 2.72642 4.34666e-05
1505 3795.17 149.362 289281 2.72642 4.3468e-05
1506 3797.89 149.463 289689 2.72642 4.34693e-05
1507 3800.62 149.563 290096 2.72642 4.34706e-05
1508 3803.35 149.664 290504 2.72642 4.34719e-05
1509 3806.07 149.765 290912 2.72642 4.34733e-05
1510 3808.8 149.866 291321 2.72642 4.34746e-05
1511 3811.53 149.967 291730 2.72642 4.34759e-05
1512 3814.25 150.067 292139 2.72642 4.34772e-05
1513 3816.98 150.168 292548 2.72642 4.34786e-05
1514 3819.71 150.269 292958 2.72642 4.34799e-05
1515 3822.43 150.37 293367 2.72642 4.34812e-05
1516 3825.16 150.47 293777 2.72642 4.34826e-05
1517 3827.88 150.571 294188 2.72642 4.34839e-05
1518 3830.61 150.672 294598 2.72642 4.34852e-05
1519 3833.34 150.772 295009 2.72642 4.34865e-05
1520 3836.06 150.873 295421 2.72642 4.34879e-05
1521 3838.79 150.974 295832 2.72642 4.34892e-05
1522 3841.52 151.074 296244 2.72642 4.34905e-05
1523 3844.24 151.175 296656 2.72642 4.34919e-05
1524 3846.97 151.276 297068 2.72642 4.34932e-05
1525 3849.7 151.376 297481 2.72642 4.34945e-05
1526 3852.42 151.477 297894 2.72642 4.34958e-05
1527 3855.15 151.578 298307 2.72642 4.34972e-05
1528 3857.88 151.678 298720 2.72642 4.34985e-05
1529 3860.6 151.779 299134 2.72642 4.34998e-05
1530 3863.33 151.879 299548 2.72642 4.35012e-05
1531 3866.05 151.98 299962 2.72642 4.35025e-05
1532 3868.78 152.081 300377 2.72642 4.35038e-05
1533 3871.51 152.181 300791 2.72642 4.35052e-05
1534 3874.23 152.282 301206 2.72642 4.35065e-05
1535 3876.96 152.382 301622 2.72642 4.35078e-05
1536 3879.69 152.483 302037 2.72642 4.35092e-05
1537 3882.41 152.583 302453 2.72642 4.35105e-05
1538 3885.14 152.684 302869 2.72642 4.35118e-05
1539 3887.87 152.784 303286 2.72642 4.35132e-05
1540 3890.59 152.885 303702 2.72642 4.35145e-05
1541 3893.32 152.985 304119 2.72642 4.35158e-05
1542 3896.05 153.086 304537 2.72642 4.35172e-05
1543 3898.77 153.186 304954 2.72642 4.35185e-05
1544 3901.5 153.287 305372 2.72642 4.35198e-05
1545 3904.22 153.387 305790 2.72642 4.35212e-05
1546 3906.95 153.488 306208 2.72642 4.35225e-05
1547 3909.68 153.588 306627 2.72642 4.35238e-05
1548 3912.4 153.689 307046 2.72642 4.35252e-05
1549 3915.13 153.789 307465 2.72642 4.35265e-05
1550 3917.86 153.889 307884 2.72642 4.35278e-05
1551 3920.58 153.99 308304 2.72642 4.35292e-05
1552 3923.31 154.09 308724 2.72642 4.35305e-05
1553 3926.04 154.191 309144 2.72642 4.35319e-05
1554 3928.76 154.291 309565 2.72642 4.35332e-05
1555 3931.49 154.391 309986 2.72642 4.35345e-05
1556 3934.22 154.492 310407 2.72642 4.35359e-05
1557 3936.94 154.592 310828 2.72642 4.35372e-05
1558 3939.67 154.692 311250 2.72642 4.35385e-05
1559 3942.39 154.793 311672 2.72642 4.35399e-05
1560 3945.12 154.893 312094 2.72642 4.35412e-05
1561 3947.85 154.993 312516 2.72642 4.35426e-05
1562 3950.57 155.094 312939 2.72642 4.35439e-05
1563 3953.3 155.194 313362 2.72642 4.35452e-05
1564 3956.03 155.294 313785 2.72642 4.35466e-05
1565 3958.75 155.395 314209 2.72642 4.35479e-05
1566 3961.48 155.495 314632 2.72642 4.35493e-05
1567 3964.21 155.595 315057 2.72642 4.35506e-05
1568 3966.93 155.695 315481 2.72642 4.35519e-05
1569 3969.66 155.796 315906 2.72642 4.35533e-05
1570 3972.38 155.896 316330 2.72642 4.35546e-05
1571 3975.11 155.996 316756 2.72642 4.3556e-05
1572 3977.84 156.096 317181 2.72642 4.35573e-05
1573 3980.56 156.197 317607 2.72642 4.35587e-05
1574 3983.29 156.297 318033 2.72642 4.356e-05
1575 3986.02 156.397 318459 2.72642 4.35613e-05
1576 3988.74 156.497 318886 2.72642 4.35627e-05
1577 3991.47 156.597 319312 2.72642 4.3564e-05
1578 3994.2 156.697 319739 2.72642 4.35654e-05
1579 3996.92 156.798 320167 2.72642 4.35667e-05
1580 3999.65 156.898 320594 2.72642 4.35681e-05
1581 4002.38 156.998 321022 2.72642 4.35694e-05
1582 4005.1 157.098 321451 2.72642 4.35708e-05
1583 4007.83 157.198 321879 2.72642 4.35721e-05
1584 4010.55 157.298 322308 2.72642 4.35734e-05
1585 4013.28 157.398 322737 2.72642 4.35748e-05
1586 4016.01 157.499 323166 2.72642 4.35761e-05
1587 4018.73 157.599 323596 2.72642 4.35775e-05
1588 4021.46 157.699 324025 2.72642 4.35788e-05
1589 4024.19 157.799 324455 2.72642 4.35802e-05
1590 4026.91 157.899 324886 2.72642 4.35815e-05
1591 4029.64 157.999 325316 2.72642 4.35829e-05
1592 4032.37 158.099 325747 2.72642 4.35842e-05
1593 4035.09 158.199 326179 2.72642 4.35856e-05
1594 4037.82 158.299 326610 2.72642 4.35869e-05
1595 4040.55 158.399 327042 2.72642 4.35883e-05
1596 4043.27 158.499 327474 2.72642 4.35896e-05
1597 4046 158.599 327906 2.72642 4.3591e-05
1598 4048.72 158.699 328338 2.99906 4.35923e-05
1599 4051.72 158.809 328815 2.99906 4.35938e-05
1600 4054.72 158.919 329291 2.99906 4.35953e-05
1601 4057.72 159.029 329768 2.99906 4.35968e-05
1602 4060.72 159.139 330245 2.99906 4.35982e-05
1603 4063.72 159.249 330722 2.99906 4.35997e-05
1604 4066.72 159.359 331200 2.99906 4.36012e-05
1605 4069.72 159.469 331678 2.99906 4.36027e-05
1606 4072.72 159.579 332157 2.99906 4.36042e-05
1607 4075.72 159.688 332635 2.99906 4.36057e-05
1608 4078.72 159.798 333114 2.99906 4.36072e-05
1609 4081.71 159.908 333594 2.99906 4.36087e-05
1610 4084.71 160.018 334074 2.99906 4.36101e-05
1611 4087.71 160.128 334554 2.99906 4.36116e-05
1612 4090.71 160.238 335034 2.99906 4.36131e-05
1613 4093.71 160.348 335515 2.99906 4.36146e-05
1614 4096.71 160.457 335996 2.99906 4.36161e-05
1615 4099.71 160.567 336477 2.99906 4.36176e-05
1616 4102.71 160.677 336959 2.99906 4.36191e-05
1617 4105.71 160.787 337441 2.99906 4.36206e-05
1618 4108.71 160.897 337923 2.99906 4.36221e-05
1619 4111.71 161.006 338406 2.99906 4.36236e-05
1620 4114.7 161.116 338889 2.99906 4.3625e-05
1621 4117.7 161.226 339372 2.99906 4.36265e-05
1622 4120.7 161.336 339856 2.99906 4.3628e-05
1623 4123.7 161.445 340340 2.99906 4.36295e-05
1624 4126.7 161.555 340825 2.99906 4.3631e-05
1625 4129.7 161.665 341309 2.99906 4.36325e-05
1626 4132.7 161.775 341794 2.99906 4.3634e-05
1627 4135.7 161.884 342280 2.99906 4.36355e-05
1628 4138.7 161.994 342765 2.99906 4.3637e-05
1629 4141.7 162.104 343251 2.99906 4.36385e-05
1630 4144.69 162.213 343738 2.99906 4.364e-05
1631 4147.69 162.323 344224 2.99906 4.36415e-05
1632 4150.69 162.432 344711 2.99906 4.3643e-05
1633 4153.69 162.542 345198 2.99906 4.36445e-05
1634 4156.69 162.652 345686 2.99906 4.3646e-05
1635 4159.69 162.761 346174 2.99906 4.36475e-05
1636 4162.69 162.871 346662 2.99906 4.36489e-05
1637 4165.69 162.98 347151 2.99906 4.36504e-05
1638 4168.69 163.09 347640 2.99906 4.36519e-05
1639 4171.69 163.2 348129 2.99906 4.36534e-05
1640 4174.69 163.309 348619 2.99906 4.36549e-05
1641 4177.68 163.419 349109 2.99906 4.36564e-05
1642 4180.68 163.528 349599 2.99906 4.36579e-05
1643 4183.68 163.638 350090 2.99906 4.36594e-05
1644 4186.68 163.747 350581 2.99906 4.36609e-05
1645 4189.68 163.857 351072 2.99906 4.36624e-05
1646 4192.68 163.966 351563 2.99906 4.36639e-05
1647 4195.68 164.076 352055 2.99906 4.36654e-05
1648 4198.68 164.185 352548 2.99906 4.36669e-05
1649 4201.68 164.295 353040 2.99906 4.36684e-05
1650 4204.68 164.404 353533 2.99906 4.36699e-05
1651 4207.68 164.513 354026 2.99906 4.36714e-05
1652 4210.67 164.623 354520 2.99906 4.36729e-05
1653 4213.67 164.732 355014 2.99906 4.36744e-05
1654 4216.67 164.842 355508 2.99906 4.36759e-05
1655 4219.67 164.951 356002 2.99906 4.36774e-05
1656 4222.67 165.06 356497 2.99906 4.36789e-05
1657 4225.67 165.17 356992 2.99906 4.36805e-05
1658 4228.67 165.279 357488 2.99906 4.3682e-05
1659 4231.67 165.389 357984 2.99906 4.36835e-05
1660 4234.67 165.498 358480 2.99906 4.3685e-05
1661 4237.67 165.607 358977 2.99906 4.36865e-05
1662 4240.66 165.717 359473 2.99906 4.3688e-05
1663 4243.66 165.826 359971 2.99906 4.36895e-05
1664 4246.66 165.935 360468 2.99906 4.3691e-05
1665 4249.66 166.044 360966 2.99906 4.36925e-05
1666 4252.66 166.154 361464 2.99906 4.3694e-05
1667 4255.66 166.263 361962 2.99906 4.36955e-05
1668 4258.66 166.372 362461 2.99906 4.3697e-05
1669 4261.66 166.481 362960 2.99906 4.36985e-05
1670 4264.66 166.591 363460 2.99906 4.37e-05
1671 4267.66 166.7 363960 2.99906 4.37015e-05
1672 4270.66 166.809 364460 2.99906 4.3703e-05
1673 4273.65 166.918 364960 2.99906 4.37045e-05
1674 4276.65 167.028 365461 2.99906 4.37061e-05
1675 4279.65 167.137 365962 2.99906 4.37076e-05
1676 4282.65 167.246 366463 2.99906 4.37091e-05
1677 4285.65 167.355 366965 2.99906 4.37106e-05
1678 4288.65 167.464 367467 2.99906 4.37121e-05
1679 4291.65 167.573 367970 2.99906 4.37136e-05
1680 4294.65 167.682 368472 2.99906 4.37151e-05
1681 4297.65 167.792 368975 2.99906 4.37166e-05
1682 4300.65 167.901 369479 2.99906 4.37181e-05
1683 4303.65 168.01 369982 2.99906 4.37197e-05
1684 4306.64 168.119 370487 2.99906 4.37212e-05
1685 4309.64 168.228 370991 2.99906 4.37227e-05
1686 4312.64 168.337 371496 2.99906 4.37242e-05
1687 4315.64 168.446 372001 2.99906 4.37257e-05
1688 4318.64 168.555 372506 2.99906 4.37272e-05
1689 4321.64 168.664 373012 2.99906 4.37287e-05
1690 4324.64 168.773 373518 2.99906 4.37302e-05
1691 4327.64 168.882 374024 2.99906 4.37318e-05
1692 4330.64 168.991 374531 2.99906 4.37333e-05
1693 4333.64 169.1 375038 2.99906 4.37348e-05
1694 4336.63 169.209 375545 2.99906 4.37363e-05
1695 4339.63 169.318 376052 2.99906 4.37378e-05
1696 4342.63 169.427 376560 2.99906 4.37393e-05
1697 4345.63 169.536 377069 2.99906 4.37409e-05
1698 4348.63 169.645 377577 2.99906 4.37424e-05
1699 4351.63 169.754 378086 2.99906 4.37439e-05
1700 4354.63 169.863 378596 2.99906 4.37454e-05
1701 4357.63 169.972 379105 2.99906 4.37469e-05
1702 4360.63 170.081 379615 2.99906 4.37484e-05
1703 4363.63 170.189 380125 2.99906 4.375e-05
1704 4366.63 170.298 380636 2.99906 4.37515e-05
1705 4369.62 170.407 381147 2.99906 4.3753e-05
1706 4372.62 170.516 381658 2.99906 4.37545e-05
1707 4375.62 170.625 382170 2.99906 4.3756e-05
1708 4378.62 170.734 382681 2.99906 4.37576e-05
1709 4381.62 170.842 383194 2.99906 4.37591e-05
1710 4384.62 170.951 383706 2.99906 4.37606e-05
1711 4387.62 171.06 384219 2.99906 4.37621e-05
1712 4390.62 171.169 384732 2.99906 4.37636e-05
1713 4393.62 171.278 385246 2.99906 4.37652e-05
1714 4396.62 171.386 385760 2.99906 4.37667e-05
1715 4399.62 171.495 386274 2.99906 4.37682e-05
1716 4402.61 171.604 386788 2.99906 4.37697e-05
1717 4405.61 171.713 387303 2.99906 4.37713e-05
1718 4408.61 171.821 387818 2.99906 4.37728e-05
1719 4411.61 171.93 388334 2.99906 4.37743e-05
1720 4414.61 172.039 388849 2.99906 4.37758e-05
1721 4417.61 172.148 389366 2.99906 4.37774e-05
1722 4420.61 172.256 389882 2.99906 4.37789e-05
1723 4423.61 172.365 390399 2.99906 4.37804e-05
1724 4426.61 172.474 390916 2.99906 4.37819e-05
1725 4429.61 172.582 391433 2.99906 4.37835e-05
1726 4432.6 172.691 391951 2.99906 4.3785e-05
1727 4435.6 172.799 392469 2.99906 4.37865e-05
1728 4438.6 172.908 392987 2.99906 4.3788e-05
1729 4441.6 173.017 393506 2.99906 4.37896e-05
1730 4444.6 173.125 394025 2.99906 4.37911e-05
1731 4447.6 173.234 394545 2.99906 4.37926e-05
1732 4450.6 173.342 395064 2.99906 4.37941e-05
1733 4453.6 173.451 395584 2.99906 4.37957e-05
1734 4456.6 173.56 396105 2.99906 4.37972e-05
1735 4459.6 173.668 396625 2.99906 4.37987e-05
1736 4462.6 173.777 397146 2.99906 4.38003e-05
1737 4465.59 173.885 397668 2.99906 4.38018e-05
1738 4468.59 173.994 398189 2.99906 4.38033e-05
1739 4471.59 174.102 398711 2.99906 4.38049e-05
1740 4474.59 174.211 399234 2.99906 4.38064e-05
1741 4477.59 174.319 399756 2.99906 4.38079e-05
1742 4480.59 174.428 400279 2.99906 4.38094e-05
1743 4483.59 174.536 400803 2.99906 4.3811e-05
1744 4486.59 174.645 401326 2.99906 4.38125e-05
1745 4489.59 174.753 401850 2.99906 4.3814e-05
1746 4492.59 174.861 402374 2.99906 4.38156e-05
1747 4495.59 174.97 402899 2.99906 4.38171e-05
1748 4498.58 175.078 403424 2.99906 4.38186e-05
1749 4501.58 175.187 403949 2.99906 4.38202e-05
1750 4504.58 175.295 404475 2.99906 4.38217e-05
1751 4507.58 175.403 405001 2.99906 4.38232e-05
1752 4510.58 175.512 405527 2.99906 4.38248e-05
1753 4513.58 175.62 406053 2.99906 4.38263e-05
1754 4516.58 175.729 406580 2.99906 4.38279e-05
1755 4519.58 175.837 407107 2.99906 4.38294e-05
1756 4522.58 175.945 407635 2.99906 4.38309e-05
1757 4525.58 176.054 408163 2.99906 4.38325e-05
1758 4528.57 176.162 408691 2.99906 4.3834e-05
1759 4531.57 176.27 409219 2.99906 4.38355e-05
1760 4534.57 176.378 409748 2.99906 4.38371e-05
1761 4537.57 176.487 410277 2.99906 4.38386e-05
1762 4540.57 176.595 410807 2.99906 4.38401e-05
1763 4543.57 176.703 411336 2.99906 4.38417e-05
1764 4546.57 176.811 411867 2.99906 4.38432e-05
1765 4549.57 176.92 412397 2.99906 4.38448e-05
1766 4552.57 177.028 412928 2.99906 4.38463e-05
1767 4555.57 177.136 413459 2.99906 4.38478e-05
1768 4558.57 177.244 413990 2.99906 4.38494e-05
1769 4561.56 177.353 414522 2.99906 4.38509e-05
1770 4564.56 177.461 415054 2.99906 4.38525e-05
1771 4567.56 177.569 415586 2.99906 4.3854e-05
1772 4570.56 177.677 416119 2.99906 4.38555e-05
1773 4573.56 177.785 416652 2.99906 4.38571e-05
1774 4576.56 177.893 417185 2.99906 4.38586e-05
1775 4579.56 178.001 417719 2.99906 4.38602e-05
1776 4582.56 178.11 418253 2.99906 4.38617e-05
1777 4585.56 178.218 418787 2.99906 4.38633e-05
1778 4588.56 178.326 419322 2.99906 4.38648e-05
1779 4591.56 178.434 419857 2.99906 4.38664e-05
1780 4594.55 178.542 420392 2.99906 4.38679e-05
1781 4597.55 178.65 420928 2.99906 4.38694e-05
1782 4600.55 178.758 421464 2.99906 4.3871e-05
1783 4603.55 178.866 422000 2.99906 4.38725e-05
1784 4606.55 178.974 422537 2.99906 4.38741e-05
1785 4609.55 179.082 423074 2.99906 4.38756e-05
1786 4612.55 179.19 423611 2.99906 4.38772e-05
1787 4615.55 179.298 424149 2.99906 4.38787e-05
1788 4618.55 179.406 424686 2.99906 4.38803e-05
1789 4621.55 179.514 425225 2.99906 4.38818e-05
1790 4624.54 179.622 425763 2.99906 4.38834e-05
1791 4627.54 179.73 426302 2.99906 4.38849e-05
1792 4630.54 179.838 426841 2.99906 4.38865e-05
1793 4633.54 179.946 427381 2.99906 4.3888e-05
1794 4636.54 180.054 427921 2.99906 4.38896e-05
1795 4639.54 180.162 428461 2.99906 4.38911e-05
1796 4642.54 180.27 429001 2.99906 4.38927e-05
1797 4645.54 180.378 429542 2.99906 4.38942e-05
1798 4648.54 180.486 430083 2.99906 4.38958e-05
1799 4651.54 180.594 430625 2.99906 4.38973e-05
1800 4654.54 180.701 431166 2.99906 4.38989e-05
1801 4657.53 180.809 431708 2.99906 4.39004e-05
1802 4660.53 180.917 432251 2.99906 4.3902e-05
1803 4663.53 181.025 432794 2.99906 4.39035e-05
1804 4666.53 181.133 433337 2.99906 4.39051e-05
1805 4669.53 181.241 433880 2.99906 4.39066e-05
1806 4672.53 181.348 434424 2.99906 4.39082e-05
1807 4675.53 181.456 434968 2.99906 4.39097e-05
1808 4678.53 181.564 435512 2.99906 4.39113e-05
1809 4681.53 181.672 436057 2.99906 4.39128e-05
1810 4684.53 181.78 436602 2.99906 4.39144e-05
1811 4687.53 181.887 437147 2.99906 4.39159e-05
1812 4690.52 181.995 437693 2.99906 4.39175e-05
1813 4693.52 182.103 438239 2.99906 4.3919e-05
1814 4696.52 182.21 438785 2.99906 4.39206e-05
1815 4699.52 182.318 439332 2.99906 4.39222e-05
1816 4702.52 182.426 439879 2.99906 4.39237e-05
1817 4705.52 182.534 440426 2.99906 4.39253e-05
1818 4708.52 182.641 440974 2.99906 4.39268e-05
1819 4711.52 182.749 441521 2.99906 4.39284e-05
1820 4714.52 182.857 442070 2.99906 4.39299e-05
1821 4717.52 182.964 442618 2.99906 4.39315e-05
1822 4720.51 183.072 443167 2.99906 4.39331e-05
1823 4723.51 183.18 443716 2.99906 4.39346e-05
1824 4726.51 183.287 444266 2.99906 4.39362e-05
